2024年入库科技型中小企业名单（以下数据仅限于科技型中小企业评价工作的相关应用，严禁数据公开或用于其他任何非授权目的）,,,,,
341,信阳市德福鹏新材料有限公司,,,,
342,河南省亿元村科技有限公司,,,,
343,河南省双龙网毯有限公司,,,,
344,郑州邦辉科技有限公司,,,,
345,河南南街村电缆有限公司,,,,
346,河南晶瑞玻璃科技有限公司,,,,
347,鹤壁市盛泽实业有限公司,,,,
348,许昌中意电气科技有限公司,,,,
349,三门峡强芯新材料科技有限公司,,,,
350,河南普旺生物工程有限公司,,,,
351,河南中维电子科技股份有限公司,,,,
352,河南秾嘉食品产业有限公司,,,,
353,南阳亚尔通石油机械有限公司,,,,
354,郑州恒利达锆质材料有限公司,,,,
355,河南力洋车业有限公司,,,,
356,河南芮林科技有限公司,,,,
357,河南隽能建设工程有限公司,,,,
358,郑州豪威尔电子科技股份有限公司,,,,
359,河南汇通源智能科技有限公司,,,,
360,河南豫松环保科技有限公司,,,,
361,河南轩爵工程科技有限公司,,,,
362,信阳新力轮胎有限责任公司,,,,
363,许昌锦润达电力科技有限公司,,,,
364,河南绘爱教育信息咨询有限公司,,,,
365,鹤壁市蚂蚁新能源科技有限公司,,,,
366,河南绿澳化工科技有限公司,,,,
367,郑州第八市政建设集团有限公司,,,,
368,河南誉德环保科技有限公司,,,,
369,河南东都实业有限公司,,,,
370,河南贤聚博信息技术有限公司,,,,
371,西峡县金方圆密封材料有限责任公司,,,,
372,许昌龙兴达新材料科技有限公司,,,,
373,郑州池续新能源科技有限公司,,,,
374,河南育兴建设工程管理（集团）有限公司,,,,
375,河南辉腾测绘服务有限公司,,,,
376,郑州池续机械设备有限公司,,,,
377,郑州讯茂信息科技有限公司,,,,
378,河南豫情大数据有限公司,,,,
379,河南摩莱智能科技有限公司,,,,
380,郑州五行舒体科技有限公司,,,,
381,郑州焦点环保科技有限公司,,,,
382,河南艾威生消安科技集团有限公司,,,,
383,西峡县宇鸣耐材有限公司,,,,
384,河南省保时安科技股份有限公司,,,,
385,新乡市兴隆机械制造有限公司,,,,
386,河南恒基环境技术有限公司,,,,
387,林州市科能材料科技有限公司,,,,
388,河南省禾安氏生态科技有限公司,,,,
389,河南省豫地工程技术有限公司,,,,
390,南召润发实业有限公司,,,,
391,垣润建工集团有限公司,,,,
392,河南竹林力信炉业有限公司,,,,
393,河南润知网络科技有限公司,,,,
394,河南天润药业有限公司,,,,
395,河南文清软件技术有限公司,,,,
396,河南丹坤商贸有限公司,,,,
397,河南孟氏兄弟广源木业有限公司,,,,
398,河南科家创新科技集团有限公司,,,,
399,郑州星海科技有限公司,,,,
400,郑州国容环保科技有限公司,,,,
401,郑州现代机器人研究院有限公司,,,,
402,河南正大航空工业股份有限公司,,,,
403,郑州臻美资源农牧科技有限公司,,,,
404,洛阳智邦石化设备有限公司,,,,
405,三门峡市中兴精密量仪有限公司,,,,
406,宝丰县辰元实业有限公司,,,,
407,河南瑞和电力工程有限公司,,,,
408,河南沃德环境科技有限公司,,,,
409,临颍县鼎信木业有限公司,,,,
410,焦作诺尔曼炉业有限公司,,,,
411,洛阳超蓝节能技术有限公司,,,,
412,河南瑞航农牧业机械设备有限公司,,,,
413,河南省高新技术实业有限公司,,,,
414,河南相映红信息技术有限公司,,,,
415,河南富达精工电气有限公司,,,,
416,焦作华飞电子电器股份有限公司,,,,
417,河南翰合供应链科技有限公司,,,,
418,中科广通科技集团有限公司,,,,
419,漯河市宁太橡胶工贸有限公司,,,,
420,河南豫乾技术转移中心有限公司,,,,
421,南阳宛草堂药业有限公司,,,,
422,商丘市升升科技发展有限公司,,,,
423,河南优模科技有限公司,,,,
424,洛阳李应贤果业有限公司,,,,
425,开封国安供水设备有限公司,,,,
426,河南省冶金研究所有限责任公司,,,,
427,许昌禾润机电有限公司,,,,
428,洛阳龙跃机械制造有限公司,,,,
429,河南天地间文旅科技有限公司,,,,
430,南阳普诺瓦自动化设备有限公司,,,,
431,河南卫星科技有限公司,,,,
432,河南众思成新能源科技有限公司,,,,
433,河南众力智能科技股份有限公司,,,,
434,平顶山受托人科技有限公司,,,,
435,泌阳县俊凯农业开发有限公司,,,,
436,河南金华电气有限公司,,,,
437,郑州德森环境科技有限公司,,,,
438,洛阳奥博特智能装备有限公司,,,,
439,许昌德莱科技有限公司,,,,
440,河南金明源信息技术有限公司,,,,
441,河南索仕达电子科技有限公司,,,,
442,河南水环境勘测设计有限公司,,,,
443,河南睿光新能源科技有限公司,,,,
444,南阳意谷科技服务有限公司,,,,
445,河南北之海信息科技有限公司,,,,
446,河南卫创轴承精工科技有限公司,,,,
447,郑州市建文特材科技有限公司,,,,
448,河南威斯盾电子科技有限公司,,,,
449,河南云软智库科技服务有限公司,,,,
450,河南磊达装饰工程有限公司,,,,
451,鹤壁市中洲彩印有限公司,,,,
452,河南腾纬环境科技有限公司,,,,
453,河南父城食用菌发展有限公司,,,,
454,郑州金恒电子技术有限公司,,,,
455,河南中多科技发展有限公司,,,,
456,河南恒纳百美装饰材料有限公司,,,,
457,洛阳正远石化有限公司,,,,
458,郑州玛特瑞斯生物科技有限公司,,,,
459,安阳市福达实业有限责任公司,,,,
460,新乡汽车水箱制造有限公司,,,,
461,河南省广龙汽车零部件有限公司,,,,
462,河南沂创新型材料科技有限公司,,,,
463,华信网安（郑州）信息科技有限公司,,,,
464,北科建设发展有限公司,,,,
465,濮阳市鑫业特种润滑油脂有限公司,,,,
466,河南兵峰电子科技有限公司,,,,
467,河南惠时新材料有限公司,,,,
468,河南交控建设工程有限公司,,,,
469,河南紫程数据服务有限公司,,,,
470,郑州易粮实业有限公司,,,,
471,河南豫港电力工程有限公司,,,,
472,河南永兴土地信息技术有限公司,,,,
473,河南新志通信工程有限公司,,,,
474,郑州欧柯奇仪器制造有限公司,,,,
475,河南卡顿地智能制造有限公司,,,,
476,新乡市安科电子有限公司,,,,
477,安芯电网科技（河南）有限公司,,,,
478,新乡市滨河电机有限公司,,,,
479,河南鲜菇坊生物科技有限公司,,,,
480,郑州市裕纺非织造技术有限公司,,,,
481,河南长征电气有限公司,,,,
482,河南丰联信息科技有限公司,,,,
483,河南锐特热力管道科技有限公司,,,,
484,河南全智安全技术研究院有限责任公司,,,,
485,郑州维斯泰克智能科技有限公司,,,,
486,河南凤天生物科技有限公司,,,,
487,河南豪峰食品有限公司,,,,
488,郑州华能电控设备有限公司,,,,
489,中棉种业科技股份有限公司,,,,
490,中资互联网科技有限公司,,,,
491,巩义市源洋陶粒有限公司,,,,
492,郑州科步科技有限公司,,,,
493,河南省兆丰种业有限公司,,,,
494,河南领科材料有限公司,,,,
495,河南东方印新材料科技有限公司,,,,
496,河南金马蓄电池有限公司,,,,
497,易融（河南）信息科技集团有限公司,,,,
498,西谛规划设计有限公司,,,,
499,郑州工大粮安科技有限公司,,,,
500,郑州艺控实业有限公司,,,,
501,河南神玖天航新材料股份有限公司,,,,
502,河南天锦工程管理有限公司,,,,
503,河南银星畜牧设备有限公司,,,,
504,河南东方立业防水防腐材料有限公司,,,,
505,河南瑞晟软件科技有限公司,,,,
506,河南绿莹艾草制药有限公司,,,,
507,河南一工专用刀具有限公司,,,,
508,河南鸿果香料有限公司,,,,
509,木林软件有限公司,,,,
510,郑州鸿跃环保科技有限公司,,,,
511,河南矽思微电子有限公司,,,,
512,河南省北科生物科技有限公司,,,,
513,河南点控自动化设备有限公司,,,,
514,洛阳科热炉业有限公司,,,,
515,河南省远征冶金科技有限公司,,,,
516,河南印爱文化艺术有限公司,,,,
517,驻马店市驿城区禾绿农业开发有限公司,,,,
518,河南爱家校数据服务有限公司,,,,
519,驻马店市衡达公路测试科研咨询有限公司,,,,
520,河南嘉道装饰工程有限公司,,,,
521,河南智慧水务股份有限公司,,,,
522,洛阳飞嘉电子科技有限公司,,,,
523,洛阳威卡矿山机械设备有限公司,,,,
524,瑞昂畜牧科技有限公司,,,,
525,漯河豫博生物化工有限公司,,,,
526,河南中鑫家具有限公司,,,,
527,驻马店市福管家供应链管理有限公司,,,,
528,河南诺水环保科技有限公司,,,,
529,固始佳兴新型建材有限公司,,,,
530,郑州科威自动化科技有限公司,,,,
531,河南五行时代文化传播股份有限公司,,,,
532,河南省翰绿市政园林工程有限公司,,,,
533,河南省三力机械制造有限公司,,,,
534,河南飒勐商贸有限公司,,,,
535,河南普济协同医疗科技有限公司,,,,
536,河南省英利建材有限公司,,,,
537,河南水浦蓝物联网科技有限公司,,,,
538,河南中保健康大数据研究院有限公司,,,,
539,郑州富铭科技股份有限公司,,,,
540,河南翔博信息技术有限公司,,,,
541,济源华新石油机械有限公司,,,,
542,南阳汇普防爆电机有限公司,,,,
543,河南省洛正药业有限责任公司,,,,
544,河南省金太阳精密铸业股份有限公司,,,,
545,河南连诚建筑安装工程有限公司,,,,
546,洛阳空曌网络科技有限公司,,,,
547,洛阳航辉机械有限公司,,,,
548,郑州盛华节能材料有限公司,,,,
549,翎岚科技有限公司,,,,
550,南阳市永泰光电有限公司,,,,
551,楷智认证有限公司,,,,
552,洛阳轩泰新材料科技有限公司,,,,
553,河南锦绣之星作物保护有限公司,,,,
554,郑州爱可数据技术服务有限公司,,,,
555,洛阳易普特智能科技有限公司,,,,
556,河南晨讯云文化科技有限公司,,,,
557,洛阳旭创信息科技有限公司,,,,
558,开封易迈斯科技有限公司,,,,
559,河南骁宇电子科技有限公司,,,,
560,河南金辉利源铝业有限公司,,,,
561,河南昊琦科技有限公司,,,,
562,河南省康星生物科技有限公司,,,,
563,河南华泰新材科技股份有限公司,,,,
564,河南星火燎原软件科技有限公司,,,,
565,河南方圆工业炉设计制造有限公司,,,,
566,南阳市荣达光学仪器有限公司,,,,
567,河南简实信息技术有限公司,,,,
568,河南润佰佳汽车销售服务有限公司,,,,
569,河南国网自控电气有限公司,,,,
570,洛阳中科基因检测诊断中心有限公司,,,,
571,南阳花海月季有限公司,,,,
572,河南正易云信息技术有限公司,,,,
573,公正工程管理咨询有限公司,,,,
574,信阳市智领农业发展有限公司,,,,
575,郑州智星电子科技有限公司,,,,
576,河南创为科技有限公司,,,,
577,河南省予北粮油机械有限公司,,,,
578,河南中色赛尔工业炉有限公司,,,,
579,洛阳凯美胜石化设备有限公司,,,,
580,河南中盾云安信息科技有限公司,,,,
581,河南省秀源液压科技有限公司,,,,
582,平顶山杰瀚机械制造有限公司,,,,
583,河南水骑士户外用品有限公司,,,,
584,三门峡阳光铸材有限公司,,,,
585,河南骑仕精酿啤酒有限公司,,,,
586,河南科赛德新材料有限公司,,,,
587,漯河香之源食品科技有限公司,,,,
588,河南盛魁电子科技有限公司,,,,
589,郑州南数网络科技有限公司,,,,
590,郑州市金烁企业营销策划有限公司,,,,
591,河南企泰环境工程有限公司,,,,
